Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42000008,3.58999991,4.25,3.53999996,4.3499999,5.28000021,5.1500001,5.51999998,4.69999981,4.69000006,4.01000023,4.8499999,4.78000021,5.82999992,5.63000011,5.23999977,4.86000013,4.13000011,5.30000019,4.82000017,4.55999994,4.86999989,5.32999992,5.61999989,5.71999979,6.01000023,5.5,4.8499999,4.48999977,5.36000013,6.30100012
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89999998,1.79999995,4.5,6.30000019,7.19999981,8.10000038,9.10000038,10,10.8999996,11.7799997,10.9099998,10.04,9.17000008,7.98999977,7.26000023,6.61999989,6.32999992,5.86000013,5.73999977,5.63000011,5.42000008,5.19000006,4.96999979,4.90999985,4.96000004,5,5,4.9000001,4.8499999,6.46299982,6.58300018
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51199996,1.53100002,1.56200004,1.55999994,1.58099997,1.58800006,1.57200003,1.55700004,1.58399999,1.59000003,1.58700001,1.58599997,1.61300004,1.59899998,1.62,1.61199999,1.62699997,1.63,1.62300003,1.60800004,1.602,1.59000003,1.57799995,1.57000005,1.60000002,1.59000003,1.58899999,1.58700001,1.58899999,1.70700002,1.79200006
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.98999977,6.69999981,8.07999992,9.64999962,9.34000015,9.47999954,8.96000004,9.31999969,8.64999962,6.59000015,6.17999983,6.90999985,7.67999983,7.36000013,8.43999958,8.25,7.46000004,6.98000002,7.90999985,8.28999996,7.13999987,7.53999996,8.43000031,8.52000046,8.47999954,7.82999992,7.09000015,5.94999981,5.36000013,5.55000019,6.42000008
Benin,BEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48500001,1.50999999,1.41299999,1.35699999,1.25399995,1.18299997,1.09599996,1.023,0.935,0.85100001,0.77100003,0.69,0.73500001,0.77399999,0.82499999,0.86000001,0.89499998,0.94199997,0.995,1.03999996,2.6500001,2.47099996,2.28699994,2.1329999,2.00699997,1.82799995,1.64400005,1.47000003,1.47000003,1.58399999,1.574
Burkina Faso,BFA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57500005,2.61100006,2.58100009,2.57999992,2.52800012,2.47099996,2.47000003,2.44000006,2.50699997,2.60500002,2.648,2.73000002,2.77999997,3.41499996,4,3.65499997,3.29999995,3.41300011,3.55900002,3.64499998,3.78500009,3.91300011,4.04699993,4.1880002,4.3210001,4.43400002,4.5630002,4.69000006,4.69299984,4.89499998,4.7579999
Bangladesh,BGD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.20000005,2.33299994,2.35599995,2.37599993,2.48200011,2.50999999,2.68700004,2.9000001,3.05500007,3.26999998,3.6170001,3.898,4.32000017,4.26100016,4.25,3.58999991,4.12699986,4.56699991,5,3.38000011,3.77099991,4.11899996,4.42999983,4.38399982,4.36600018,4.3499999,4.36999989,4.41300011,4.4380002,5.41300011,5.22900009
Bulgaria,BGR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1000004,15.3000002,16.3999996,12.8000002,11.1000004,12.5,13.6999998,12.1999998,14.1000004,16.2199993,19.9200001,18.1100006,13.7299995,12.04,10.0799999,8.94999981,6.88000011,5.61000013,6.82000017,10.2799997,11.2600002,12.2700005,12.9399996,11.4200001,9.14000034,7.57000017,6.15999985,5.21000004,4.23000002,5.11999989,5.42399979
Bahrain,BHR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01300001,1.04799998,1.00800002,1.10599995,1.07700002,1.079,1.09000003,1.08099997,1.08800006,1.08399999,1.10800004,1.10500002,1.08700001,1.08599997,1.09099996,1.097,1.08800006,1.10699999,1.13900006,1.13,1.18099999,1.20000005,1.18400002,1.19000006,1.20200002,1.19099998,1.18299997,1.20099998,1.19599998,1.78100002,1.87399995
"Bahamas, The",BHS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1700001,14.8100004,12.7200003,13.8299999,10.8299999,11.46,9.76000023,7.6500001,7.44999981,7.20100021,6.86999989,9.05000019,10.8400002,10.1999998,10.1999998,7.53999996,7.88000011,8.18000031,14.25,14.3140001,14.5200005,14.0200005,16.1800003,13.8000002,12,12.6999998,9.80000019,10,10.0609999,13.3210001,13.2390003
Bosnia and Herzegovina,BIH,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5499992,18.302,19.3190002,20.7129993,21.7700005,22.7670002,23.6100006,24.4850006,25.0939999,25.7830009,26.6140003,27.5459995,28.3640003,29.3670006,30.4099998,31.1100006,28.9799995,23.4099998,24.0699997,27.3099995,27.5799999,28.0100002,27.4899998,27.5200005,27.6900005,25.4099998,20.5300007,18.3999996,15.6899996,15.2650003,15.2150002
Belarus,BLR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60000002,3.0999999,8.5,12.8000002,17.7000008,24.3999996,17.1000004,14,12.8000002,12.2620001,11.5539999,10.9069996,10.3240004,9.81999969,9.06299973,8.39999962,7.67299986,7.03200006,6.0999999,6.25299978,6.16599989,6.05100012,6.00600004,5.99399996,5.84000015,5.84000015,5.6500001,4.76000023,4.15999985,4.76800013,4.73600006
Belize,BLZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.69999981,9.69099998,9.77999973,11.1000004,12.4799995,13.8199997,12.6800003,14.3100004,12.8400002,10.8509998,9.06999969,10.04,10.2399998,10.5869999,10.9099998,9.39000034,8.51000023,8.18000031,8.25,8.24199963,8.2840004,8.30599976,8.35000038,8.23999977,7.57999992,7,6.5999999,6.64400005,6.71099997,8.46199989,8.21899986
Bermuda,BMU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95700002,3.25999999,3.08400011,3.07999992,2.75300002,2.44300008,2.07999992,2.12899995,2.44300008,2.37800002,2.4849999,2.49399996,2.53699994,2.50300002,2.54399991,2.57599998,2.64599991,2.5999999,2.97000003,2.61400008,2.25,2.06999993,2.44000006,2.01999998,3.1099999,3.5,3.6500001,3.51999998,3.81999993,7.9000001,8.50899982
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.31400013,6.42000008,6.03000021,6.16900015,6.42000008,7.25,8.15999985,9.42000008,10.21,9.56099987,9.60999966,9.36999989,9.98999977,9.10999966,9.56999969,8.64000034,8.32999992,7.34000015,8.52000046,7.27400017,6.92000008,7.19000006,6.98000002,6.65999985,8.43000031,11.6000004,12.8199997,12.3299999,11.9300003,13.6899996,14.4029999
Barbados,BRB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6669998,22.9400005,24.5400009,22.9799995,19.6599998,14.71,14.6099997,12.3999996,10.6099997,9.35000038,9.85000038,10.3199997,11,9.56999969,9.07999992,8.72999954,7.40999985,8.11999989,10.0200005,10.6899996,11.1899996,11.5900002,11.5500002,12.1700001,9.80000019,8.25,8.61999989,8.31999969,8.40999985,10.3769999,10.4130001
Brunei Darussalam,BRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69999981,4.86100006,4.82399988,5.02699995,5.18400002,5.23699999,5.19199991,5.33199978,5.57499981,5.67799997,5.78499985,5.94099998,6.01200008,6.02099991,6.125,6.40999985,6.33300018,6.34899998,6.46500015,6.77400017,6.94099998,6.91599989,6.88000011,6.96999979,7.78499985,8.38300037,9.31999969,8.69999981,6.92000008,7.68200016,7.64900017
Bhutan,BTN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40999997,1.45099998,1.41299999,1.43299997,1.44500005,1.41799998,1.40499997,1.39999998,1.39999998,1.59300005,1.89999998,1.88900006,1.79999995,2.49000001,3.0999999,3.13000011,3.70000005,3.65499997,3.96000004,3.31999993,3.23000002,2.04999995,2.86999989,2.63000011,2.45000005,2.49300003,2.45300007,2.44400001,2.50200009,3.64899993,4.33199978
Botswana,BWA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8199997,16.302,18.7609997,21.2000008,21.3689995,21.5900002,21.1690006,20.8600006,18.2919998,15.8800001,18.5400009,21.1310005,23.7999992,21.8309994,19.8139992,17.7800007,17.2049999,16.6420002,16.1700001,17.8600006,18.4169998,18.9510002,19.4009991,19.9909992,20.5709991,21.0289993,21.566,22.0709991,22.6100006,24.9300003,24.7220001
Central African Republic,CAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6170001,5.6869998,5.71999979,5.72100019,5.69899988,5.73999977,5.76300001,5.71099997,5.67700005,5.60900021,5.69299984,5.796,5.81099987,5.71600008,5.69500017,5.65899992,5.60599995,5.46999979,5.48699999,5.66599989,5.61499977,5.546,5.51599979,5.52899981,5.60599995,5.65199995,5.64799976,5.60500002,5.62300014,6.35699987,6.57499981
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3199997,11.1999998,11.3800001,10.3999996,9.48999977,9.61999989,9.10000038,8.27999973,7.57999992,6.82999992,7.21999979,7.65999985,7.57000017,7.19000006,6.76000023,6.32000017,6.03999996,6.13999987,8.34000015,8.06000042,7.51000023,7.28999996,7.07000017,6.90999985,6.90999985,7,6.34000015,5.82999992,5.65999985,9.46000004,7.51000023
Central Europe and the Baltics,CEB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2471654,10.1256277,11.5314708,11.369353,10.8371913,10.1849467,9.15919617,8.95248778,10.3873821,12.4335749,13.2189512,13.7316101,12.9315979,12.9151939,12.0408007,10.0928941,7.80330049,6.60472024,8.48886986,9.90202568,9.78867785,9.97712953,10.0469258,8.95102672,7.81683598,6.48835,5.29679898,4.31640739,3.78125138,4.37269203,4.50391703
Switzerland,CHE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77999997,2.80999994,3.72000003,3.88000011,3.32999992,3.71000004,4.19999981,3.5999999,3.1500001,2.67000008,2.49000001,2.92000008,4.11999989,4.32000017,4.44000006,4,3.6500001,3.3499999,4.11999989,4.80000019,4.4000001,4.48000002,4.75,4.82999992,4.80000019,4.92000008,4.80000019,4.71000004,4.38999987,4.82000017,5.3210001
Channel Islands,CHI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.96199989,6.40299988,7.375,7.56899977,7.30200005,7.23000002,7.01000023,6.57299995,6.23699999,5.66200018,5.31599998,5.58900023,5.92500019,6.11499977,6.04799986,5.74499989,5.42799997,5.49700022,6.8829999,7.24499989,7.46700001,8.26099968,8.82699966,8.60900021,8.21500015,7.7420001,7.13800001,6.57399988,6.41300011,7.68599987,7.36999989
Chile,CHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.23000002,4.3499999,4.48999977,5.86999989,4.69999981,7.40999985,7.13999987,7.30999994,11.1599998,10.4899998,10.3900003,10.1700001,9.77000046,10.1599998,9.34000015,9.02000046,8.43000031,9.28999996,11.3100004,8.42000008,7.34000015,6.65999985,6.21000004,6.65999985,6.51000023,6.73999977,6.96000004,7.23000002,7.28999996,11.1800003,9.12800026
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36999989,2.36999989,2.69000006,2.9000001,3,3.11999989,3.23000002,3.24000001,3.25,3.25999999,3.79999995,4.23999977,4.57999992,4.48999977,4.51999998,4.42999983,4.3499999,4.59000015,4.71999979,4.53000021,4.55000019,4.57000017,4.59000015,4.61000013,4.63000011,4.53000021,4.44000006,4.28000021,4.51999998,5,4.81699991
Cote d'Ivoire,CIV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.61299992,6.69999981,5.8499999,4.98999977,4.0999999,4.09299994,4.11000013,4.0999999,4.33900023,4.58400011,4.79500008,5.03100014,5.25500011,5.46400023,5.6880002,5.91800022,6.14499998,6.36800003,6.59299994,6.83500004,7.125,7.21999979,4.25,3.70099998,3.14899993,2.5999999,3.26999998,3.29299998,3.31800008,3.48799992,3.46799994
Cameroon,CMR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49700022,7.61199999,7.796,7.81099987,7.93100023,8.06000042,7.93100023,7.8210001,7.70300007,7.59100008,7.46000004,6.69899988,5.92999983,5.14300013,4.4000001,3.73099995,3.05999994,3.41199994,3.76699996,4.11000013,3.96499991,3.82200003,3.67499995,3.52999997,3.55100012,3.57500005,3.5999999,3.6170001,3.63800001,3.83699989,3.86500001
"Congo, Dem. Rep.",COD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93499994,2.93799996,2.94300008,2.91599989,2.90100002,2.90300012,2.91100001,2.898,2.90100002,2.90400004,2.88800001,2.87100005,2.8599999,2.85299993,2.8499999,3.08299994,3.31299996,3.54699993,3.79299998,4.01399994,4.25199986,4.48999977,4.47599983,4.46400023,4.46600008,4.47700024,4.46500015,4.45100021,4.45100021,5.26599979,5.42600012
"Congo, Rep.",COG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0680008,20.0540009,20.0690002,20.0909996,20,19.9829998,20.0079994,19.9580002,19.993,19.8950005,19.9080009,19.8840008,19.8950005,19.8540001,19.7999992,19.8560009,20.0310001,19.9839993,19.9969997,20.066,20.184,20.1760006,20.3169994,20.3099995,20.4470005,20.559,20.559,20.6140003,20.6219997,22.8430004,23.0109997
Colombia,COL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1199999,9.43999958,7.80000019,8.25,8.72000027,11.8100004,12.1400003,15,20.0599995,20.5200005,15.04,14.4799995,13.2200003,12.7399998,11.0600004,11.29,10.25,10.4899998,11.29,10.9799995,10.1099997,9.73999977,9.05000019,8.56999969,8.30000019,8.68999958,8.86999989,9.10999966,9.96000004,15.04,14.3360004
Comoros,COM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.10699987,4.98899984,4.98699999,5.00099993,4.91099977,4.90299988,4.83400011,4.8119998,4.76999998,4.68100023,4.68900013,4.64900017,4.61000013,4.57000017,4.91900015,5.2750001,5.64300013,5.97700024,6.33799982,6.69000006,7.04500008,7.41099977,7.7579999,8.14000034,8.13599968,8.10200024,8.08600044,8.07900047,8.08199978,9.22299957,9.44699955
Cabo Verde,CPV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2729998,11.2060003,11.1940002,11.1210003,11.1199999,11.1079998,11.0830002,11.0489998,11.0270004,10.9829998,11.0080004,10.96,10.9309998,10.8669996,10.8459997,10.8030005,10.7299995,10.7299995,10.7250004,10.6700001,10.8830004,11.1210003,11.3479996,11.5749998,11.8000002,12.0080004,12.2399998,12.1700001,12.2189999,15.3059998,15.4230003
Costa Rica,CRI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.36999989,3.93000007,3.95000005,4.05000019,5.17999983,6.15999985,5.67999983,5.32999992,5.9000001,5.07999992,5.92000008,6.32999992,6.55999994,6.38999987,6.57000017,5.73999977,4.48999977,4.78000021,7.71000004,7.17000008,10.1400003,9.77999973,8.77000046,9.06000042,9,8.60000038,8.14000034,9.63000011,11.4899998,17.4099998,17.9540005
Caribbean small states,CSS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0515961,16.4462946,16.6210949,15.7789291,15.3553541,15.0092657,14.8460132,14.1438415,13.9259715,13.3760884,12.7865746,12.5427951,11.6318309,11.1417624,10.5371158,9.40311647,8.8829383,9.07209941,10.1119007,10.3143033,10.494887,11.1173195,11.6564129,10.8452254,10.5525286,10.6060482,9.76338188,8.70936959,8.01764027,9.82741044,9.76358557
Cuba,CUB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.90199995,8.06499958,8.27999973,8.14299965,8.27000046,7.61000013,7.0999999,6.23000002,6.26000023,5.44999981,4.07999992,3.30999994,2.32999992,1.85000002,1.95000005,1.90999997,1.78999996,1.58000004,1.66999996,2.5,3.18000007,3.46000004,3.28999996,2.70000005,2.4000001,2,1.70000005,1.70000005,1.73500001,2.62400007,2.75600004
Curacao,CUW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.08999991,2.70000005,2.70000005,2.5999999,3.0999999,3.4000001,3.29999995,5.69999981,4.96999979,3.98000002,3.29999995,4.13999987,4.32999992,5.30000019,4.53999996,3.92000008,3.6500001,5.36000013,6.26000023,7.86000013,11.8000002,15.8699999,16.0900002,14.9099998,12.9499998,11.0500002,8.36999989,7.07000017,7.59000015,6.13000011
