Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Armenia,ARM,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.85930346,9.62636126,13.9669079,8.8000023,9.897258,9.52937132,9.87694922,11.1049155,11.9648272,22.0185694,18.6763958,18.3128189,17.8614078,16.3270492,16.6491647,18.0268408,17.7342235,18.0330189,19.711375,17.9044403,14.1327412,13.1074642,13.3477448,11.9443208,11.2190986,10.4974611,
American Samoa,ASM,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85111555,3.48319112,3.09479917,3.00739595,2.72777846,0.63278,0.54374436,2.17305558,2.02706942,0.57741905,1.41081312,1.40123091,2.57681074,2.40073668,2.09869129,2.95780317,1.74883233,1.91175944,1.91378263,1.78945764,1.66937364,1.58317581,1.59323222,1.68185464,1.75830649,1.78375082,1.73809344,1.78825882,2.56680488,2.33744186,1.85896917,1.63626757,2.0404358,2.18990793,2.65138574,
Australia,AUS,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,0.43621718,0.38929128,0.43987081,0.43943167,0.34699219,0.29446747,0.29045178,0.29581631,0.350647,0.36741639,0.42097117,0.41859121,0.39728087,0.50767196,0.49388188,0.55879058,0.57759373,0.73720345,0.79838048,0.80137365,0.76112457,0.76247212,0.59176913,0.35301997,0.39558168,0.11929043,0.1291219,0.1237579,0.12558329,0.13667796,0.12472659,0.12840024,0.11780223,0.13940628,0.13428433,0.13529584,0.13575455,0.15713369,0.14462951,0.14381327,0.16246866,0.17521094,0.15553208,0.15494483,0.15874951,0.16102158,0.17045414,0.15087454,0.13030303,0.12588061,0.08966641,
Austria,AUT,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,0.10783138,0.13864677,0.16431926,0.17819352,0.23003553,0.21779612,0.24508403,0.2308396,0.24822571,0.26833365,0.29823094,0.31520997,0.30958854,0.29742868,0.29073918,0.29024391,0.30600788,0.32241472,0.33670761,0.35274512,0.38136455,0.44442064,0.41792532,0.40391438,0.41513264,0.4200256,0.41487448,0.43004333,0.64905791,0.83300904,0.91465394,0.8981882,0.92601556,0.95173331,0.83626664,0.73190879,0.74853436,0.74915988,0.73829289,0.77202596,0.76056023,0.75304986,0.73966177,0.75815297,0.73204088,0.74969191,0.72948563,0.70865314,0.66406039,0.66671902,0.69251035,
Azerbaijan,AZE,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12410254,0.12901667,0.13113801,0.14155372,1.18940976,1.08352332,1.82428348,2.61899856,2.14322213,2.34526858,4.70518163,3.7659749,3.83576948,3.10798328,2.83269989,2.66549763,2.87040681,2.85600975,2.33692602,2.45390567,2.39280087,1.698416,2.77341368,2.60181167,2.64699325,3.2930767,
Burundi,BDI,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00456527,0.00640599,0.00090083,0.01400597,0.22615309,1.58478021,1.69766897,2.03339979,1.99003505,1.98396848,2.07934582,1.64415577,1.14446576,1.22718864,1.81108146,1.83658891,1.60570245,
Belgium,BEL,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,1.00839782,0.92656376,0.91118298,0.94469465,0.89568739,0.89811656,0.90602072,0.90919823,0.97353482,0.93586491,0.94737376,0.9152036,0.85357366,0.881166,1.66642343,1.74504807,1.88710007,1.90628957,2.03841257,1.88369939,1.71398736,1.77185181,1.71301111,1.62620515,1.72970095,1.69118709,1.66141615,1.75500262,1.81655249,1.77742921,1.7848178,1.78045553,1.90941241,2.02561362,2.29499342,2.28358795,2.24113675,2.25161494,2.24133516,2.27142807,2.26348845,2.26574344,2.27452262,2.29139878,2.27505617,2.43235303,
Benin,BEN,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,1.33100639,2.59888857,4.01474069,5.22380009,6.05442017,6.14733292,5.47960564,4.80250284,2.91454677,4.00287477,4.0019597,3.85270332,3.80376043,3.85465647,4.38925645,6.07979992,5.15567424,5.93879778,8.04020487,4.78747897,5.59935526,4.55987527,3.59651795,3.09070333,3.63238749,2.0402192,2.43967229,2.2656606,1.81453498,1.0356796,1.01961631,2.23731848,2.78178391,2.94763494,2.12371095,1.29851182,1.463703,1.61021782,1.86479545,1.9875667,2.29333838,1.88309228,1.87568712,1.54134904,1.39347023,1.5077673,1.3170659,
Burkina Faso,BFA,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,4.78481065,5.06978777,5.22484963,5.31701761,5.29110312,6.27225259,7.79952876,8.63595832,6.2869978,7.07464081,6.18117767,8.11094112,9.41045344,7.31190571,7.14928313,5.93592315,4.50368628,3.60338646,3.8375265,3.66373136,4.23929427,3.28546804,2.93864973,3.01678972,2.55525433,2.05051992,2.26842025,1.56456797,1.62143723,1.13372742,0.81474437,0.92192593,1.03852022,1.10725465,1.05531201,1.01975412,1.19156013,1.82998833,1.67168598,2.29442585,2.84234067,3.2537224,3.09641269,2.95484879,2.86751559,2.88816394,2.59109939,
Bangladesh,BGD,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,0.18544098,0.81726057,0.8691266,1.09947588,1.86716193,1.88176747,2.84184799,3.64817268,2.64653898,2.25541715,2.64665008,3.0776521,2.87302745,2.6335455,2.46489395,2.48523337,2.87540936,3.03732523,3.40813404,3.16729632,2.89557516,3.16410282,3.21256538,3.52403766,3.68659678,3.89794627,5.22266924,5.3053882,5.50437315,6.21301842,7.55720506,8.24288491,9.75716129,10.2662761,9.41212565,9.38375825,10.5879402,9.24522456,8.66905286,7.84070109,6.13069321,5.40702541,5.68030223,6.06926641,6.7324664,
Bulgaria,BGR,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33755696,0.44715502,0.33714896,0.31207904,0.43965108,5.82508146,7.17528816,8.12715425,6.58604067,5.39990332,4.99256987,3.81387074,3.52440625,3.05976046,2.62994435,2.57148965,2.66824516,2.98684083,2.9514377,2.94344472,3.08702443,3.7054231,3.62885142,3.39890569,1.36633126,
Bahrain,BHR,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bahamas, The",BHS,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1951688,39.9677882,28.3965751,25.8589056,22.2288654,20.4516547,20.2135442,18.1568246,16.7042817,17.0255095,14.2191227,12.0759214,10.6091173,10.5028651,10.7176979,10.7745504,11.3525966,11.10439,10.9138213,11.1558396,11.2149033,11.3724375,9.3151433,
Belarus,BLR,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00245685,0.00267881,0.20396951,0.63224892,0.32912412,0.35409247,0.51077208,0.89661053,0.54391727,0.55227234,0.92047297,1.03437764,0.65745115,0.72576104,0.63674151,0.95995155,0.99028822,1.00537392,1.44208531,1.60325547,1.60668925,1.56228906,1.64999448,2.0464074,2.29102504,2.40841179,2.20277561,1.68225958,
Belize,BLZ,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,8.279615,9.89918583,10.5336628,6.88409856,5.29533032,5.94635207,4.47721612,3.50781932,3.80862608,2.94534879,2.2309788,2.23984462,2.68833962,3.46785717,3.39553647,3.33230876,2.98872784,3.27029413,2.90058616,3.26879599,3.2005476,4.05357751,5.27108484,5.7501868,5.66023945,5.96506778,5.67353099,5.15632954,4.98691779,4.71072434,4.81813281,4.92211336,5.40271535,4.85407994,4.8286836,4.88352306,7.37548345,
Bermuda,BMU,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19.2462565,21.4295583,19.925213,20.2233617,19.0129001,18.6179149,18.6694956,18.9442101,20.8245277,21.7203797,20.9559707,21.0849717,20.0261699,20.6735147,23.0040908,
Bolivia,BOL,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,0.05124481,0.05577182,0.05321667,0.02261756,0.03092613,0.08003055,0.04832223,0.09220939,0.09401085,0.11158063,0.20210498,0.19890724,0.09787682,0.1802383,0.09450276,0.0636314,0.06732941,0.07323865,0.07523517,0.08041434,0.14465389,1.07120235,1.04030039,1.15870997,1.51073258,1.66160253,1.42812233,1.95693236,2.39995243,3.52955606,5.26528955,8.04384031,6.80518385,6.10109849,4.88667055,4.35252344,4.10025014,3.91834763,3.56697643,3.60894254,3.67293281,3.75379355,3.44592381,3.26594853,3.08036329,
Brazil,BRA,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,0.06346575,0.05288278,0.03459146,0.05642139,0.0329812,0.04675781,0.04805919,0.02100886,0.0152908,0.02442392,0.01896815,0.01559571,0.01483801,0.01037837,0.03457933,0.14665022,0.32398427,0.54572389,0.33858656,0.39362746,0.38370884,0.24211383,0.17798783,0.14310342,0.25031599,0.20590354,0.25874217,0.39305798,0.40962771,0.42022395,0.31463118,0.29677526,0.23660871,0.21479337,0.17331529,0.13956667,0.12287499,0.11293364,0.10990188,0.10781194,0.16074191,0.15257542,0.13078514,0.15303029,0.17113538,0.24684276,
Barbados,BRB,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,2.60849244,2.29079564,2.21375319,2.01980349,2.11617736,2.11825704,0.89896025,0.99173875,0.77754231,0.68364781,0.7721491,0.57820438,0.69778479,1.65457006,1.76250786,1.59508302,1.88357482,2.23450291,2.78487481,2.68254101,2.65880198,2.74698744,2.87691207,3.08199204,3.07942596,3.34369732,3.69995097,4.25437879,4.02578465,4.0660539,3.78889742,2.47297876,2.07109479,2.96692734,2.11412018,2.56356712,1.80725819,3.16249632,3.30411806,4.0834217,4.0182468,4.20017592,3.22152013,2.17591784,2.1295034,2.07942389,2.45172454,
Brunei Darussalam,BRN,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00724645,
Bhutan,BTN,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.25588108,0.25105007,0.28904589,0.39437964,0.53446559,0.58862902,1.01863364,0.67214317,0.74943169,0.98106036,1.59073182,1.76111843,2.37644833,2.23448051,3.60343082,
Botswana,BWA,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,12.1453144,16.5076195,15.2538535,9.73565218,7.10859181,7.28858975,6.94459015,5.55975392,4.76716225,4.02851135,2.80539578,2.67485777,2.76398798,2.06792431,1.60135025,2.25744507,2.11778836,2.26680291,1.7856787,1.64060684,1.16972161,0.89234276,0.81522333,0.75683524,0.48065219,0.32031453,0.32620984,0.35068797,0.36356294,0.87810996,1.18707136,1.02446441,0.84277419,0.42780169,0.14813316,0.174567,0.13294629,0.12589109,0.24161145,0.29462867,0.22126934,0.16325128,0.24214011,0.26196793,0.35772631,0.23646322,
Central African Republic,CAF,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,0.38753829,0.16185149,,0.0047506,0.00158898,0.00488003,0.00318725,0.00331628,0.00246403,0.00191295,0.00180073,0.00172225,0.0017783,0.0056086,0.01029423,0.01064898,0.0124274,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Canada,CAN,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08053388,0.08871495,0.07516543,0.07814723,0.09686295,0.07446018,0.08270687,0.08352312,0.07507102,0.08061465,0.07958827,0.08229523,0.08016498,0.08367166,0.08703789,0.07414367,0.06843957,0.06861866,0.07237845,0.07483344,0.08186625,0.08438019,0.07689395,0.07509102,0.0753026,0.04994656,
Central Europe and the Baltics,CEB,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38512929,0.51666801,0.50249326,0.51004372,0.58194173,0.52460892,0.85236561,0.98935641,1.01293219,1.16508374,1.56107791,1.78532185,1.91843287,1.82855714,1.6556648,1.58809322,1.52448362,1.52018819,1.5892409,2.05311564,2.10254967,2.22181711,2.30436084,2.26495987,2.15138169,2.20201295,1.99644429,
Switzerland,CHE,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,0.49624435,0.39426937,0.45772253,0.48040969,0.45260015,0.44884649,0.40917478,0.39078599,0.38299997,0.36254316,0.3472548,0.36683097,0.37287893,0.38626332,0.40185681,0.41717725,0.40836369,0.40941991,0.40376993,0.40919635,0.35553497,0.40944619,0.39507299,0.42232126,0.41805546,0.40934444,0.40450027,0.36382599,0.38834169,0.41949474,0.41340404,0.36220336,0.34971626,0.34192488,0.32763878,0.35846718,0.36286538,0.36790466,0.34678424,0.34837709,0.39094035,
Channel Islands,CHI,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,0.00491257,0.00509618,0.0056488,0.0021174,0.00224664,0.00038402,0.00434991,0.00120795,,,,,,,,,,0.01708174,0.0167653,0.01778114,0.0155995,0.01169232,0,0,0,0,0.03012832,0.02851909,0.02811371,0.02696519,0.02554316,0.02326412,0.02418516,0.02577507,0.02401929,0.02347564,0.02483048,0.02804092,
China,CHN,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,0.301,0.23495064,0.15503189,0.08756397,0.14805254,0.08353941,0.10447774,0.05430631,0.05429838,0.10168157,0.1450825,0.14196888,0.15186293,0.04764836,0.19357527,0.4772235,0.03342911,0.04844619,0.06258174,0.09026459,0.16001295,0.27858612,0.33964407,0.14598039,0.15695079,0.19246395,0.1988667,0.18051795,0.22401304,0.21940503,0.20001363,0.18588663,0.28552316,0.29927692,0.23931823,0.23294094,0.17492569,0.128112,0.12838654,
Cote d'Ivoire,CIV,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,0.31156382,0.30520645,0.2533784,0.28045775,0.30849911,0.31629384,0.3665882,0.38204783,0.39527206,0.3646095,0.34451962,0.39097303,0.42550263,0.41578215,0.36302946,0.41165847,0.39526453,0.44399712,0.52114209,1.3280684,1.37322954,0.81347052,0.7556623,0.72665696,0.72895318,0.7197523,0.69007208,0.66517042,0.66631437,0.67713443,0.67911687,0.66020785,0.6430328,0.58606719,0.93353809,1.07006724,1.08226535,1.01119243,0.89985149,0.79277324,0.73422399,0.71393834,0.59634834,0.5723812,0.56080225,0.52773259,
Cameroon,CMR,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,0.05877212,0.44036317,0.43420182,0.28768704,0.40756301,0.20281691,0.14301096,0.20018662,0.09791174,0.10070002,0.2957502,0.18670962,0.06197233,0.2071793,0.12570699,0.12806817,0.10344571,0.12088085,0.12571703,0.20014372,0.13318785,0.20915032,0.1536642,0.237222,0.47221746,0.54917733,0.39477066,0.62197756,0.70026128,0.58693682,0.66270104,0.41796244,0.7167344,0.69775254,0.72380231,0.7786877,0.75040435,0.79537735,0.87759943,0.83443198,0.89624877,0.81877661,
"Congo, Dem. Rep.",COD,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07438682,0.08856965,0.05257789,0.07428551,0.10456676,0.07280072,4.36343244,2.92037906,3.06415559,2.10646228,3.07657919,1.59817819,2.83091979,3.86608832,4.11961737,2.27655333,
"Congo, Rep.",COG,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,0.28441754,0.25764705,0.18618202,0.13312141,0.09866038,0.07674727,0.0495767,0.02616581,0.00234224,0.00043443,0.20030349,0.18431079,0.15638318,0.15961439,0.1473379,0.15997474,0.24114464,0.20034083,0.30776331,0.19694624,0.09938267,0.49561855,0.32072817,0.43334637,0.03877367,0.35357118,0.3211109,0.17112205,0.16361648,0.18999938,0.18641849,0.35059452,0.25202316,0.39747461,0.38628492,0.40123763,0.23219743,0.25059532,0.07541887,,,,,
Colombia,COL,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,0.36119336,0.28215453,0.26293353,0.28890988,0.29166624,0.17559083,0.33243373,0.41973482,0.32591812,0.36148358,0.31735828,0.43970096,0.22325988,0.18590325,0.20390493,0.31523673,1.19052765,1.71829303,1.16799341,1.18108005,1.03461053,1.79154014,1.09639015,0.70387134,1.1852007,0.88113892,0.77504678,0.72522282,0.81866564,1.52234692,1.61195129,2.09380128,2.53150935,3.25018368,2.72434948,2.29750645,2.41256908,2.16323356,1.99302696,1.77491436,1.40661734,1.22447856,1.08343049,1.16452339,1.09304608,1.70422744,1.83574885,1.86568681,1.9973414,2.19995821,2.552741,
Comoros,COM,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,0.76276304,0.62225875,1.28667361,0.95864142,1.15855482,2.14978344,1.70653775,2.0150238,2.07097251,2.30967667,2.31255898,2.38041482,3.4980926,3.53951279,4.77240212,3.06502114,,,,,,,,5.85908144,7.68573924,8.26735929,9.04848692,9.30601828,11.0658464,11.090575,9.60948585,10.5732921,10.8484747,0,13.9021544,13.6503075,11.526603,12.2139863,14.5205722,14.1331969,18.4021615,
Cabo Verde,CPV,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,28.1656803,22.6552783,18.3829006,14.8386415,15.6173258,15.071005,14.4557572,15.4837423,16.171281,17.8353785,19.2708043,19.5000797,21.2825577,15.5971964,21.0176366,21.7306947,19.9908162,15.5758679,14.129156,13.4559987,16.6462584,14.3784485,13.6916507,13.3230657,12.2715096,14.063356,12.3273138,9.16774957,8.66445351,7.92259141,7.86571096,9.47926181,10.1601047,9.50668378,10.5910007,12.5816309,12.7104027,12.2462171,11.9250996,12.175778,14.4274552,
Costa Rica,CRI,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,0.06509512,0.08231133,0.06690589,0.0848607,0.09147014,0.2148375,0.16842667,0.17484063,0.18371077,0.1742482,0.17427937,0.19719892,0.19043898,0.21009552,0.18620741,0.16580951,0.16696466,0.16306238,1.06489611,1.11975721,1.03134444,0.93611228,0.88729502,0.90567875,1.24212098,1.5118475,1.85782761,1.7170131,2.09746973,2.25905386,2.29840794,1.96342385,1.66882417,1.40920952,1.21652908,1.19060571,1.17056535,1.1418039,0.97797618,0.92685035,0.92598026,0.85470723,0.86366971,0.84852562,
Caribbean small states,CSS,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,1.69072459,1.31315328,1.22766186,1.40142978,1.15974834,1.13707819,0.98773805,0.80594272,0.98704081,1.65681267,1.97663279,2.12778137,2.28498454,2.68826267,2.66033101,2.00630772,2.24032008,2.67842799,4.34680154,4.48149505,4.49558868,4.40230387,4.41092752,4.51564174,4.60915253,5.19478826,5.91446288,6.13163874,6.36270996,6.00016005,5.58706436,5.63839211,4.80485262,5.31022149,5.19229699,5.17069959,5.21411794,4.94055049,5.1246715,5.45342107,5.7687888,5.80534627,5.62084798,5.87364667,7.80181309,
Cuba,CUB,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9405506,4.34245633,4.22719472,4.53715179,4.51707905,4.75353323,5.13880206,4.96621283,5.68015202,5.03707387,
Cayman Islands,CYM,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.27513289,0.30165029,0.2581432,0.23836165,0.25303201,
